,filename,name,split
0,3ce91c84f3a34551b060be6d216f27c9.jpg,0,test
1,b479226f08344398b688dcc6f929c330.jpg,1,test
2,2104059e4add482e9c09035b5a70ae4f.jpg,1,train
3,6a7149e76912428fb50c4eb41b253f83.jpg,3,train
4,a394bd69f5554852ab6816860ff5f6d4.jpg,3,val
5,5f6afd93004a43018a51565dd4d89958.jpg,3,train
6,832805b9bda445e78b4a0c2675f625e5.jpg,3,val
7,456b0b53e0ff435596cfec48967ae8c6.jpg,3,val
8,368554b1d60f4e1182d273eeaa775f10.jpg,3,train
9,ed7f3f8e778b4aa3b3cab2b9527a1203.jpg,0,train
10,9d676f98f2754ddba064271b63d6e0d7.jpg,1,train
11,893ddfa6c0454e1faf244ffd7efe18a9.jpg,1,train
12,31092288510846ecbd752ecb816bb7bf.jpg,1,train
13,9d340dce7cd64b49a421a0075e5b8ae0.jpg,1,train
14,cc74d422615545feb98f3db86a6d6d57.jpg,1,train
15,63bd013a0f544a2a8690fdf02d816650.jpg,1,train
16,92e8e79dca2641438bf8060ad4e41cc7.jpg,1,train
17,ab3ee40b626b46fcaa62521f503fe0cd.jpg,1,val
18,0a0e4a638b294f4a8ddc3a679562deb0.jpg,1,train
19,afd36e8e40854854aafa72c33708e98a.jpg,1,train
20,3de650dc51f1421ebb176510d9023e6f.jpg,1,train
21,fe0b85ef68b043f583643b238b0f76d9.jpg,4,val
22,82d09d463ada455db033e7ed42d2ec43.jpg,2,val
23,f2f55d0461e643d8941bd03b5d922e96.jpg,2,train
24,38f15e9955d04f50b2affd0a8f5d33c2.jpg,2,train
25,7e31503c8078478fb424a703dfc24951.jpg,2,train
26,2dc0f9e82197498f9662398160c233d2.jpg,2,val
27,43be7955988b43b496c3e28759630a88.jpg,0,val
28,af7998ddf456452992ef80d890b3fedf.jpg,1,train
29,35dc5a3400894723969ce78a6edab511.jpg,1,train
30,cfba71d0f159453fa9074a8f3262a6c3.jpg,1,test
31,4aeaa5e7550e4c33831622dbcd849913.jpg,1,train
32,7476e6d447084b9caba3b54dc7a1c477.jpg,1,train
33,82ea369e44504c1c8d58a316b29e2fe8.jpg,1,train
34,4bf3513a88234b7288fe1851be5a4a62.jpg,1,train
35,477f75a9e4bf4643a9f21a413b4e1700.jpg,1,train
36,3fc5c8bca372478684dd6c8178b77dfb.jpg,1,train
37,4b0c2cab89574fb4969b5e3e4c93043d.jpg,3,train
38,e319dad24dc24edb808a52fb6352bf65.jpg,3,train
39,f97076301e094ae0b29cf73fb936ee05.jpg,3,train
40,0636b81af70e47879c983839d9859136.jpg,1,train
41,d19bd85a91e044caa5895797725e7776.jpg,1,train
42,c1e96c46acab492b8ccaf8e14df09ff7.jpg,1,train
43,f7c46e18956643e582ddcf097fb7b2dd.jpg,2,test
44,e890811242dc4bac8543bf11cfafbe7f.jpg,2,train
45,23d1a4d0dd8a46d084100066ab868acb.jpg,2,val
46,227d3925aacd4b799a975baf64d2aca0.jpg,2,train
47,6c73050321704874b151dcae4fe7e1d3.jpg,2,train
48,647fa3a4d7774e8982276cd2a8509063.jpg,2,train
49,e327534129d24030970f4c2dcd8286b6.jpg,2,val
